十四種色,1,8.52E-06,未曾有經,2,5.95E-06
詐現異相,1,8.52E-06,十二因緣,2,5.95E-06
三十三天,1,8.52E-06,琉璃太子,2,5.95E-06
色無色天計涅槃外道,1,8.52E-06,無上正真道,2,5.95E-06
疥癩野干,1,8.52E-06,出家阿闍梨,2,5.95E-06
成就四法,1,8.52E-06,都子婆羅門村,2,5.95E-06
叫喚地獄,1,8.52E-06,開甘露門,2,5.95E-06
別解脫戒,1,8.52E-06,現身說法,2,5.95E-06
五八十具,1,8.52E-06,受經阿闍梨,2,5.95E-06
羯磨戒師,1,8.52E-06,祇洹精舍,2,5.95E-06
法滅盡經,1,8.52E-06,阿夷羅跋提,2,5.95E-06
二部戒本,1,8.52E-06,他化自在天,2,5.95E-06
罽膩吒王,1,8.52E-06,生老病死苦,2,5.95E-06
諸法實相,1,8.52E-06,一搩手半,2,5.95E-06
二種羯磨,1,8.52E-06,現世利益,2,5.95E-06
不惜身命,1,8.52E-06,接足作禮,2,5.95E-06
一切世間,1,8.52E-06,三十二相,2,5.95E-06
得戒沙彌,1,8.52E-06,六十二見,2,5.95E-06
應法沙彌,1,8.52E-06,摩訶迦旃延,1,2.97E-06
解脫知見,1,8.52E-06,鉢耽嵐婆,1,2.97E-06
長衣過限戒,1,8.52E-06,鬼子母神,1,2.97E-06
大寶積經,1,8.52E-06,鳩夷羅衣,1,2.97E-06
長鉢過限戒,1,8.52E-06,怨憎會苦,1,2.97E-06
罪福無主,1,8.52E-06,婆羅門書,1,2.97E-06
波羅逸尼柯,1,8.52E-06,轉輪高座,1,2.97E-06
突瑟几理多,1,8.52E-06,四種供養,1,2.97E-06
阿耨達池,1,8.52E-06,富羅跋陀羅,1,2.97E-06
覆藏他重罪戒,1,8.52E-06,比丘尼戒,1,2.97E-06
六方禮經,1,8.52E-06,七多羅樹,1,2.97E-06
二種常住,1,8.52E-06,五百由旬,1,2.97E-06
醉婆羅門,1,8.52E-06,無覺有觀三昧,1,2.97E-06
自然外道,1,8.52E-06,勇猛精進,1,2.97E-06
觀佛三昧,1,8.52E-06,在在處處,1,2.97E-06
八萬四千,1,8.52E-06,愛別離苦,1,2.97E-06
釋迦牟尼,1,8.52E-06,如是我聞,1,2.97E-06
真諦三藏,1,8.52E-06,兜率天子,1,2.97E-06
自恣五德,1,8.52E-06,五百羅剎女,1,2.97E-06
三千世界,1,8.52E-06,六種震動,1,2.97E-06
一生補處,1,8.52E-06,半跏趺坐,1,2.97E-06
八功德水,1,8.52E-06,五盛陰苦,1,2.97E-06
四百四病,1,8.52E-06,阿僧祇劫,1,2.97E-06
七百結集,1,8.52E-06,無作三昧,1,2.97E-06
不可思議,1,8.52E-06,烏伽羅國鉢,1,2.97E-06
對首心念法,1,8.52E-06,名字比丘,1,2.97E-06
止持作犯,1,8.52E-06,優婆提舍,1,2.97E-06
大千世界,1,8.52E-06,迦葉尊者,1,2.97E-06
阿若憍陳如,1,8.52E-06,十三僧殘,1,2.97E-06
頻婆娑羅,1,8.52E-06,三十二大人相,1,2.97E-06
善解一字,1,8.52E-06,讖羅半尼,1,2.97E-06
三藏法師,1,8.52E-06,僧自恣日,1,2.97E-06
末利夫人,1,8.52E-06,有覺有觀三昧,1,2.97E-06
鸚鵡孝養,1,8.52E-06,珠髻大臣,1,2.97E-06
邪因外道,1,8.52E-06,末佉梨劬奢離,1,2.97E-06
文殊師利,1,8.52E-06,不惜身命,1,2.97E-06
院內道行雜作衣,1,8.52E-06,蘇摩國鉢,1,2.97E-06
曇摩迦羅,1,8.52E-06,自恣犍度,1,2.97E-06
金剛力士,1,8.52E-06,五種正食,1,2.97E-06
念佛三昧,1,8.52E-06,一切世間,1,2.97E-06
苦空無我,1,8.52E-06,受戒犍度,1,2.97E-06
見聞覺知,1,8.52E-06,烏婆陀頗尼,1,2.97E-06
亡五眾物,1,8.52E-06,天魔波旬,1,2.97E-06
尸迦羅越,1,8.52E-06,請佛住世,1,2.97E-06
尼薩耆波逸提,1,8.52E-06,迦陵伽王,1,2.97E-06
請賓頭盧法,1,8.52E-06,漏盡阿羅漢,1,2.97E-06
破戒五過,1,8.52E-06,釋迦牟尼,1,2.97E-06
無相福田衣,1,8.52E-06,六年苦行,1,2.97E-06
天魔外道,1,8.52E-06,薩闍羅娑,1,2.97E-06
金剛淨剎,1,8.52E-06,難陀弟子,1,2.97E-06
五體投地,1,8.52E-06,空無相無作,1,2.97E-06
觀佛三昧經,1,8.52E-06,無覺無觀三昧,1,2.97E-06
無欲仙人,1,8.52E-06,呵梨陀薑,1,2.97E-06
苦空無常無我,1,8.52E-06,一四句偈,1,2.97E-06
三百四十八戒,1,8.52E-06,地水火風,1,2.97E-06
斷畜生命,1,8.52E-06,一白三羯磨,1,2.97E-06
阿鼻地獄,1,8.52E-06,仙人鹿野苑,1,2.97E-06
大叫喚地獄,1,8.52E-06,迦毘羅衛,1,2.97E-06
他化自在天,1,8.52E-06,外道六師,1,2.97E-06
三藐三佛陀,1,8.52E-06,二種清淨,1,2.97E-06
拘睒彌國,1,8.52E-06,第一寂滅,1,2.97E-06
不退菩薩,1,8.52E-06,三百由旬,1,2.97E-06
袈裟變白,1,8.52E-06,無欲仙人,1,2.97E-06
四維口食,1,8.52E-06,四種廣說,1,2.97E-06
一識外道,1,8.52E-06,阿羅波遮那,1,2.97E-06
大莊嚴論,1,8.52E-06,漏盡意解,1,2.97E-06
大哉解脫服,1,8.52E-06,四如意足,1,2.97E-06
無量壽佛,1,8.52E-06,皮革犍度,1,2.97E-06
一搩手半,1,8.52E-06,成等正覺,1,2.97E-06
佛法壽命,1,8.52E-06,四大天王,1,2.97E-06
接足作禮,1,8.52E-06,五種阿闍梨,1,2.97E-06
三十二相,1,8.52E-06,摩訶拘絺羅,1,2.97E-06
八事隨身,1,8.52E-06,,,
名字沙彌,1,8.52E-06,,,
如意寶珠,1,8.52E-06,,,
六十二見,1,8.52E-06,,,
不修外道,1,8.52E-06,,,
無為無欲,1,8.52E-06,,,
受想行識,1,8.52E-06,,,
入眾五法,1,8.52E-06,,,
天龍八部,1,8.52E-06,,,
百一羯磨,1,8.52E-06,,,
